x,y,weight
0.0,0.0,46539688.0
0.0,0.25,10830.0
0.0,0.5,17840.0
0.0,0.75,296503.0
0.25,0.0,1132.0
0.25,0.25,0.0
0.25,0.5,0.0
0.25,0.75,4.0
0.5,0.0,13931.0
0.5,0.25,0.0
0.5,0.5,1.0
0.5,0.75,10.0
0.75,0.0,9013.0
0.75,0.25,0.0
0.75,0.5,0.0
0.75,0.75,15.0
