x,y,weight
0.0,0.0,44705664.0
0.0,0.25,866120.0
0.0,0.5,211829.0
0.0,0.75,523282.0
0.25,0.0,593.0
0.25,0.25,1.0
0.25,0.5,0.0
0.25,0.75,116.0
0.5,0.0,185.0
0.5,0.25,2.0
0.5,0.5,0.0
0.5,0.75,31.0
0.75,0.0,551796.0
0.75,0.25,9674.0
0.75,0.5,6187.0
0.75,0.75,13487.0
