x,y,weight
0.0,0.0,44144386.0
0.0,0.25,253969.0
0.0,0.5,189515.0
0.0,0.75,2176090.0
0.25,0.0,70559.0
0.25,0.25,29.0
0.25,0.5,21.0
0.25,0.75,1010.0
0.5,0.0,19966.0
0.5,0.25,42.0
0.5,0.5,16.0
0.5,0.75,584.0
0.75,0.0,30025.0
0.75,0.25,114.0
0.75,0.5,50.0
0.75,0.75,2591.0
