x,y,weight
0.0,0.0,46619990.0
0.0,0.25,35841.0
0.0,0.5,30097.0
0.0,0.75,178933.0
0.25,0.0,1127.0
0.25,0.25,0.0
0.25,0.5,1.0
0.25,0.75,8.0
0.5,0.0,13837.0
0.5,0.25,2.0
0.5,0.5,5.0
0.5,0.75,98.0
0.75,0.0,8491.0
0.75,0.25,12.0
0.75,0.5,57.0
0.75,0.75,468.0
