x,y,weight
0.0,0.0,45179100.0
0.0,0.25,873569.0
0.0,0.5,214730.0
0.0,0.75,533148.0
0.25,0.0,29205.0
0.25,0.25,1004.0
0.25,0.5,297.0
0.25,0.75,1030.0
0.5,0.0,19481.0
0.5,0.25,255.0
0.5,0.5,508.0
0.5,0.75,565.0
0.75,0.0,30452.0
0.75,0.25,969.0
0.75,0.5,2481.0
0.75,0.75,2173.0
