x,y,weight
0.0,0.0,45352392.0
0.0,0.25,381587.0
0.0,0.5,273721.0
0.0,0.75,673279.0
0.25,0.0,117898.0
0.25,0.25,2967.0
0.25,0.5,1151.0
0.25,0.75,5134.0
0.5,0.0,18866.0
0.5,0.25,520.0
0.5,0.5,24.0
0.5,0.75,222.0
0.75,0.0,57920.0
0.75,0.25,1051.0
0.75,0.5,430.0
0.75,0.75,1805.0
