x,y,weight
0.0,0.0,46555517.0
0.0,0.25,35828.0
0.0,0.5,30124.0
0.0,0.75,179078.0
0.25,0.0,31167.0
0.25,0.25,18.0
0.25,0.5,21.0
0.25,0.75,330.0
0.5,0.0,20787.0
0.5,0.25,1.0
0.5,0.5,0.0
0.5,0.75,21.0
0.75,0.0,35974.0
0.75,0.25,8.0
0.75,0.5,15.0
0.75,0.75,78.0
