x,y,weight
0.0,0.0,46435510.0
0.0,0.25,35848.0
0.0,0.5,30157.0
0.0,0.75,179464.0
0.25,0.0,127114.0
0.25,0.25,5.0
0.25,0.5,1.0
0.25,0.75,30.0
0.5,0.0,19628.0
0.5,0.25,1.0
0.5,0.5,0.0
0.5,0.75,3.0
0.75,0.0,61193.0
0.75,0.25,1.0
0.75,0.5,2.0
0.75,0.75,10.0
