x,y,weight
0.0,0.0,46355998.0
0.0,0.25,10817.0
0.0,0.5,17837.0
0.0,0.75,296327.0
0.25,0.0,127019.0
0.25,0.25,12.0
0.25,0.5,4.0
0.25,0.75,115.0
0.5,0.0,19610.0
0.5,0.25,1.0
0.5,0.5,0.0
0.5,0.75,21.0
0.75,0.0,61137.0
0.75,0.25,0.0
0.75,0.5,0.0
0.75,0.75,69.0
