x,y,weight
0.0,0.0,43709379.0
0.0,0.25,250803.0
0.0,0.5,185435.0
0.0,0.75,2161278.0
0.25,0.0,574.0
0.25,0.25,0.0
0.25,0.5,0.0
0.25,0.75,136.0
0.5,0.0,81.0
0.5,0.25,0.0
0.5,0.5,0.0
0.5,0.75,137.0
0.75,0.0,554902.0
0.75,0.25,3351.0
0.75,0.5,4167.0
0.75,0.75,18724.0
