x,y,weight
0.0,0.0,44243153.0
0.0,0.25,254132.0
0.0,0.5,188673.0
0.0,0.75,2178903.0
0.25,0.0,1030.0
0.25,0.25,1.0
0.25,0.5,0.0
0.25,0.75,105.0
0.5,0.0,13505.0
0.5,0.25,19.0
0.5,0.5,53.0
0.5,0.75,365.0
0.75,0.0,7248.0
0.75,0.25,2.0
0.75,0.5,876.0
0.75,0.75,902.0
