x,y,weight
0.0,0.0,46128746.0
0.0,0.25,10068.0
0.0,0.5,7875.0
0.0,0.75,160206.0
0.25,0.0,670.0
0.25,0.25,17.0
0.25,0.5,1.0
0.25,0.75,22.0
0.5,0.0,204.0
0.5,0.25,0.0
0.5,0.5,12.0
0.5,0.75,2.0
0.75,0.0,434144.0
0.75,0.25,745.0
0.75,0.5,9953.0
0.75,0.75,136302.0
