x,y,weight
0.0,0.0,44194229.0
0.0,0.25,253792.0
0.0,0.5,189147.0
0.0,0.75,2163379.0
0.25,0.0,26219.0
0.25,0.25,153.0
0.25,0.5,326.0
0.25,0.75,4838.0
0.5,0.0,18791.0
0.5,0.25,113.0
0.5,0.5,45.0
0.5,0.75,1860.0
0.75,0.0,25697.0
0.75,0.25,96.0
0.75,0.5,84.0
0.75,0.75,10198.0
