x,y,weight
0.0,0.0,45070260.0
0.0,0.25,382393.0
0.0,0.5,272013.0
0.0,0.75,666233.0
0.25,0.0,126887.0
0.25,0.25,1208.0
0.25,0.5,1398.0
0.25,0.75,600.0
0.5,0.0,207026.0
0.5,0.25,1262.0
0.5,0.5,663.0
0.5,0.75,12005.0
0.75,0.0,142903.0
0.75,0.25,1262.0
0.75,0.5,1252.0
0.75,0.75,1602.0
