x,y,weight
0.0,0.0,44862275.0
0.0,0.25,1027410.0
0.0,0.5,507349.0
0.0,0.75,467827.0
0.25,0.0,1086.0
0.25,0.25,22.0
0.25,0.5,4.0
0.25,0.75,24.0
0.5,0.0,13644.0
0.5,0.25,159.0
0.5,0.5,99.0
0.5,0.75,40.0
0.75,0.0,8783.0
0.75,0.25,111.0
0.75,0.5,53.0
0.75,0.75,81.0
