x,y,weight
0.0,0.0,46065862.0
0.0,0.25,10815.0
0.0,0.5,17830.0
0.0,0.75,296392.0
0.25,0.0,130038.0
0.25,0.25,8.0
0.25,0.5,0.0
0.25,0.75,47.0
0.5,0.0,220864.0
0.5,0.25,7.0
0.5,0.5,11.0
0.5,0.75,74.0
0.75,0.0,147000.0
0.75,0.25,0.0
0.75,0.5,0.0
0.75,0.75,19.0
