x,y,weight
0.0,0.0,45077491.0
0.0,0.25,866215.0
0.0,0.5,216559.0
0.0,0.75,520714.0
0.25,0.0,110840.0
0.25,0.25,5539.0
0.25,0.5,857.0
0.25,0.75,9914.0
0.5,0.0,14667.0
0.5,0.25,978.0
0.5,0.5,179.0
0.5,0.75,3808.0
0.75,0.0,55240.0
0.75,0.25,3065.0
0.75,0.5,421.0
0.75,0.75,2480.0
