x,y,weight
0.0,0.0,44719195.0
0.0,0.25,1020284.0
0.0,0.5,502074.0
0.0,0.75,439426.0
0.25,0.0,119196.0
0.25,0.25,4258.0
0.25,0.5,1394.0
0.25,0.75,2302.0
0.5,0.0,13815.0
0.5,0.25,1127.0
0.5,0.5,1805.0
0.5,0.75,2885.0
0.75,0.0,33582.0
0.75,0.25,2033.0
0.75,0.5,2232.0
0.75,0.75,23359.0
