x,y,weight
0.0,0.0,43803421.0
0.0,0.25,237320.0
0.0,0.5,181565.0
0.0,0.75,2168593.0
0.25,0.0,121116.0
0.25,0.25,1558.0
0.25,0.5,782.0
0.25,0.75,6637.0
0.5,0.0,194477.0
0.5,0.25,15218.0
0.5,0.5,7208.0
0.5,0.75,4053.0
0.75,0.0,145922.0
0.75,0.25,58.0
0.75,0.5,47.0
0.75,0.75,992.0
