x,y,weight
0.0,0.0,44945220.0
0.0,0.25,851942.0
0.0,0.5,210732.0
0.0,0.75,383005.0
0.25,0.0,119909.0
0.25,0.25,3134.0
0.25,0.5,4505.0
0.25,0.75,2545.0
0.5,0.0,173612.0
0.5,0.25,20128.0
0.5,0.5,2723.0
0.5,0.75,24493.0
0.75,0.0,19497.0
0.75,0.25,593.0
0.75,0.5,56.0
0.75,0.75,126873.0
