x,y,weight
0.0,0.0,46518744.0
0.0,0.25,35665.0
0.0,0.5,30156.0
0.0,0.75,179395.0
0.25,0.0,71603.0
0.25,0.25,5.0
0.25,0.5,2.0
0.25,0.75,9.0
0.5,0.0,20328.0
0.5,0.25,184.0
0.5,0.5,0.0
0.5,0.75,96.0
0.75,0.0,32770.0
0.75,0.25,1.0
0.75,0.5,2.0
0.75,0.75,7.0
