x,y,weight
0.0,0.0,44766342.0
0.0,0.25,1025765.0
0.0,0.5,506456.0
0.0,0.75,465397.0
0.25,0.0,70637.0
0.25,0.25,515.0
0.25,0.5,289.0
0.25,0.75,178.0
0.5,0.0,18242.0
0.5,0.25,585.0
0.5,0.5,130.0
0.5,0.75,1651.0
0.75,0.0,30567.0
0.75,0.25,837.0
0.75,0.5,630.0
0.75,0.75,746.0
