x,y,weight
0.0,0.0,45523202.0
0.0,0.25,386072.0
0.0,0.5,275243.0
0.0,0.75,680344.0
0.25,0.0,1071.0
0.25,0.25,1.0
0.25,0.5,42.0
0.25,0.75,22.0
0.5,0.0,13809.0
0.5,0.25,30.0
0.5,0.5,38.0
0.5,0.75,65.0
0.75,0.0,8994.0
0.75,0.25,22.0
0.75,0.5,3.0
0.75,0.75,9.0
